_MOST_ 0.0489747
the 0.0489747
be 0.0278796
and 0.0238691
of 0.0229864
a 0.0225427
in 0.0155476
to 0.0140715
have 0.00956434
to 0.00857092
it 0.0086055
I 0.00884059
that 0.00762444
for 0.00729212
you 0.006847
he 0.00646501
with 0.00596225
on 0.0055229
do 0.00571908
say 0.00425586
this 0.0041897
they 0.00414573
at 0.00392808
but 0.00394837
we 0.00404652
his 0.0040038
from 0.00363536
that 0.00380535
not 0.00364184
n't 0.00359779
by 0.00331233
she 0.00329971
or 0.00306516
as 0.00288195
what 0.0026245
go 0.00255788
their 0.00240673
can 0.00227283
who 0.00226285
get 0.00220577
if 0.00207454
would 0.0020567
her 0.00215465
all 0.00198245
my 0.00204405
make 0.00190482
about 0.00194312
know 0.00198341
will 0.00183237
as 0.00184226
up 0.00176785
one 0.00170718
time 0.00169924
there 0.0017434
year 0.00170945
so 0.00168122
think 0.0017173
when 0.00150806
which 0.0015244
them 0.00150638
some 0.00149821
me 0.00157694
people 0.0015366
take 0.00149054
out 0.00150801
into 0.00148483
just 0.00150602
see 0.00147477
him 0.00150602
your 0.00146583
come 0.00139612
could 0.00137318
now 0.00134666
than 0.00128835
like 0.00126411
other 0.00121733
how 0.00119754
then 0.00120884
its 0.00119938
our 0.0011669
two 0.00113562
more 0.00115008
these 0.00114192
want 0.00114438
way 0.00104534
look 0.00109268
first 0.00103015
also 0.00103246
new 0.000968873
because 0.000974531
day 0.000961718
more 0.000933711
use 0.000935069
no 0.000893827
man 0.000910578
find 0.000878229
here 0.000916256
thing 0.000890498
give 0.000854451
many 0.000856329
well 0.000915058
only 0.000843498
those 0.000840016
tell 0.000862567
one 0.000821229
very 0.000870713
her 0.000884333
even 0.000802371
back 0.000817431
any 0.000773556
good 0.000786607
woman 0.000758716
through 0.000757602
us 0.000780196
life 0.000740189
child 0.000741887
there 0.000740962
work 0.000707133
down 0.00073202
may 0.000721264
after 0.000693116
should 0.000689478
call 0.000684556
world 0.000674458
over 0.000667442
school 0.000675962
still 0.000659896
try 0.000653384
in 0.000633411
as 0.000625518
last 0.000644096
ask 0.000632516
need 0.000614987
too 0.000623102
feel 0.000611587
three 0.000592764
when 0.000596042
state 0.000604873
never 0.00058352
become 0.000575782
between 0.000587018
high 0.000568747
really 0.000585364
something 0.000566467
most 0.000547467
another 0.000534769
much 0.000543349
family 0.000540593
own 0.000534338
out 0.000538762
leave 0.000534404
put 0.000527733
old 0.000525727
while 0.000521233
mean 0.000538218
on 0.000526622
keep 0.000515022
student 0.000566771
why 0.000523204
let 0.000534
great 0.000500011
same 0.000495191
big 0.00050482
group 0.000509856
begin 0.000485816
seem 0.00048806
country 0.000495862
help 0.000480182
talk 0.000509842
where 0.000474987
turn 0.000491982
problem 0.00048384
every 0.000472753
start 0.000475449
hand 0.000500549
might 0.000464576
American 0.000477707
show 0.000462304
part 0.000461913
about 0.000463444
against 0.000454176
place 0.000449838
over 0.0004628
such 0.000460144
again 0.000459767
few 0.000438369
case 0.000446162
most 0.000437969
week 0.000442818
company 0.000451878
where 0.00043206
system 0.000444833
each 0.000436716
right 0.000456111
program 0.000435522
hear 0.000435711
so 0.000426429
question 0.000426822
during 0.000423842
work 0.00041674
play 0.000418507
government 0.000425142
run 0.000416278
small 0.00041214
number 0.000413344
off 0.000408564
always 0.000398831
move 0.00039864
like 0.000405202
night 0.000410024
live 0.000391431
Mr 0.000419011
point 0.000394402
believe 0.000396438
hold 0.000394151
today 0.000408276
bring 0.00038748
happen 0.000406031
next 0.000391791
without 0.000383218
before 0.000383931
large 0.000390247
all 0.000394038
million 0.0003931
must 0.000380096
home 0.000378949
under 0.000366147
water 0.000372591
room 0.000383271
write 0.000359609
mother 0.00037646
area 0.000368471
national 0.000369687
money 0.000366209
story 0.000363516
young 0.00035558
fact 0.000365336
month 0.000361522
different 0.000360913
lot 0.000376822
right 0.000362798
study 0.00038682
book 0.000342251
eye 0.000375889
job 0.000343873
word 0.000339758
though 0.000338182
business 0.000343262
issue 0.000347593
side 0.00033902
kind 0.000344516
four 0.000334769
head 0.000355847
far 0.000330269
black 0.000334929
long 0.000331222
both 0.000325196
little 0.000332573
house 0.000331669
yes 0.000349698
after 0.000316198
since 0.00031392
long 0.000315571
provide 0.000335287
service 0.000324716
around 0.00031948
friend 0.000317104
important 0.000320431
father 0.000322336
sit 0.000327078
away 0.000321584
until 0.000312931
power 0.000314127
hour 0.000308789
game 0.000325136
often 0.000312736
yet 0.000301076
line 0.000302191
political 0.000320971
end 0.000298009
among 0.000307093
ever 0.00030172
stand 0.000313193
bad 0.0002998
lose 0.000298004
however 0.000316182
member 0.000299402
pay 0.000295851
law 0.000297124
meet 0.000286082
car 0.000296824
city 0.000294853
almost 0.000284238
include 0.000296807
continue 0.000280064
set 0.000283042
later 0.0002811
community 0.000295682
much 0.000280064
name 0.000282531
five 0.000279047
once 0.000280451
white 0.000281689
least 0.000275469
president 0.000298229
learn 0.000276324
real 0.000275971
change 0.00027374
team 0.000292198
minute 0.000281467
best 0.000277444
several 0.000275642
idea 0.000271422
kid 0.000280951
body 0.000278144
information 0.000282958
nothing 0.000281593
ago 0.000278338
right 0.000280618
lead 0.000272647
social 0.000295331
understand 0.000269676
whether 0.000270936
back 0.000277791
watch 0.000277724
together 0.000264858
follow 0.000265389
around 0.000272864
parent 0.0002658
only 0.000261556
stop 0.000269958
face 0.000282869
anything 0.000267316
create 0.000265376
public 0.000266278
already 0.000256044
speak 0.000260796
others 0.000257269
read 0.000253542
level 0.000270453
allow 0.000255316
add 0.000261871
office 0.000255091
spend 0.000254598
door 0.000277762
health 0.000261693
person 0.000252556
art 0.000261891
sure 0.000258191
such 0.000264722
war 0.000261787
history 0.000255342
party 0.000251027
within 0.000254664
grow 0.000244489
result 0.000258393
open 0.000248571
change 0.000249836
morning 0.000253338
walk 0.00025286
reason 0.000237473
low 0.0002422
win 0.000247729
research 0.000255116
girl 0.000245353
guy 0.000245353
early 0.00024038
food 0.000239396
before 0.000238773
moment 0.000243822
himself 0.000242862
air 0.000235404
teacher 0.000258
force 0.000240011
offer 0.000236607
enough 0.000235289
both 0.000236358
education 0.000252736
across 0.000234576
although 0.000239833
remember 0.000237509
foot 0.000238411
second 0.000230269
boy 0.000238771
maybe 0.000240936
toward 0.00023552
able 0.000229269
age 0.000229782
off 0.000231382
policy 0.000239113
everything 0.000230202
love 0.000230402
process 0.000238536
music 0.000228127
including 0.000230333
consider 0.000226638
appear 0.000223713
actually 0.000233678
buy 0.000224678
probably 0.000221676
human 0.000224942
wait 0.000227696
serve 0.000221467
market 0.000223189
die 0.000218613
send 0.000214696
expect 0.000212369
home 0.000217638
sense 0.000213102
build 0.00021478
stay 0.000215407
fall 0.000215351
oh 0.000230251
nation 0.000216027
plan 0.000212942
cut 0.00021336
college 0.00021564
interest 0.000214711
death 0.00020716
course 0.000213831
someone 0.000212462
experience 0.000218013
behind 0.000211216
reach 0.000205278
local 0.0002066
kill 0.000205911
six 0.000201269
remain 0.000202931
effect 0.000211591
use 0.000214587
yeah 0.000229753
suggest 0.000205873
class 0.00020294
control 0.000200669
raise 0.000193413
care 0.000197471
perhaps 0.000193467
little 0.000197104
late 0.000192047
hard 0.000192927
field 0.000193873
else 0.00019528
pass 0.00019152
former 0.000197622
sell 0.000195256
major 0.000194416
sometimes 0.000188544
require 0.0001984
along 0.000188724
development 0.000204433
themselves 0.000189458
report 0.000195862
role 0.000197036
better 0.000186433
economic 0.000200871
effort 0.000192162
up 0.000190576
decide 0.000186744
rate 0.000193831
strong 0.000185949
possible 0.000189076
heart 0.000187858
drug 0.000191624
show 0.000192951
leader 0.000189862
light 0.000194282
voice 0.00019862
wife 0.00018578
whole 0.000186124
police 0.000190844
mind 0.000184018
finally 0.000182113
pull 0.000193873
return 0.000181804
free 0.000182422
military 0.000189227
price 0.000187651
report 0.000184831
less 0.000184289
according 0.000186162
decision 0.000183176
explain 0.000179549
son 0.000179767
hope 0.000180856
even 0.000175749
develop 0.000188522
view 0.000180751
relationship 0.000187887
carry 0.000176696
town 0.00017738
road 0.000179971
drive 0.000178836
arm 0.000188589
true 0.00017622
federal 0.000181836
break 0.000176244
better 0.000174076
difference 0.000184247
thank 0.000196831
receive 0.000178333
value 0.000184316
international 0.000181356
building 0.000174416
action 0.000177798
full 0.000172327
model 0.000184384
join 0.000179131
season 0.000186096
society 0.000180427
because 0.000171369
tax 0.000179362
director 0.000177362
early 0.000168011
position 0.000171387
player 0.000180796
agree 0.000170562
especially 0.000169564
record 0.000172242
pick 0.000171549
wear 0.000173158
paper 0.000167518
special 0.000167329
space 0.000167544
ground 0.000166029
form 0.000174429
support 0.000170098
event 0.000167909
official 0.000175613
whose 0.000166476
matter 0.000164093
everyone 0.000165631
center 0.000165687
couple 0.00016638
site 0.000168738
end 0.000162442
project 0.000167658
hit 0.000164442
base 0.000168638
activity 0.000173289
star 0.000163767
table 0.000167173
need 0.000166393
court 0.000164693
produce 0.00016482
eat 0.000163344
American 0.000162362
teach 0.000161484
oil 0.000165302
half 0.000157622
situation 0.00016134
easy 0.000159116
cost 0.00016336
industry 0.000162344
figure 0.000166351
face 0.000154429
street 0.000159211
image 0.00016048
itself 0.000157984
phone 0.000159109
either 0.000154438
data 0.000170209
cover 0.000154193
quite 0.00015548
picture 0.000153842
clear 0.000152582
practice 0.000163878
piece 0.000153113
land 0.000155
recent 0.000157078
describe 0.000158616
product 0.000157518
doctor 0.000154324
wall 0.000158644
patient 0.000160482
worker 0.000155471
news 0.000155669
test 0.000155267
movie 0.000154193
certain 0.000149396
north 0.000151213
love 0.000149989
personal 0.000150927
open 0.000149373
support 0.000154291
simply 0.000148249
third 0.000148971
technology 0.000154589
catch 0.000151587
step 0.000147182
baby 0.000150847
computer 0.000149776
type 0.00015218
attention 0.000145047
draw 0.000144884
film 0.000148276
Republican 0.000159136
tree 0.000148067
source 0.000148582
red 0.000147149
nearly 0.000144133
organization 0.000149507
choose 0.000142996
cause 0.000143402
hair 0.000154587
look 0.000147098
point 0.000139956
century 0.000145927
evidence 0.000145244
window 0.000151784
difficult 0.000142104
listen 0.000144409
soon 0.000140373
culture 0.000149173
billion 0.000144984
chance 0.000139293
brother 0.000140902
energy 0.000142531
period 0.000143409
course 0.000142249
summer 0.000138896
less 0.00013812
realize 0.000137182
hundred 0.000136147
available 0.000140416
plant 0.000141058
likely 0.000140004
opportunity 0.000138716
term 0.000139916
short 0.000134336
letter 0.000134153
condition 0.000141087
choice 0.000134416
place 0.000135393
single 0.000133493
rule 0.000135693
daughter 0.000134276
administration 0.000137936
south 0.000134733
husband 0.000133613
Congress 0.000139647
floor 0.000138796
campaign 0.000142604
material 0.000138756
population 0.000139998
well 0.000136042
call 0.000132318
economy 0.000135533
medical 0.000132053
hospital 0.000130376
church 0.000132147
close 0.000135298
thousand 0.000129571
risk 0.000134293
current 0.000136116
fire 0.000131969
future 0.000128933
wrong 0.000131084
involve 0.000132316
defense 0.000132669
anyone 0.000129498
increase 0.000134316
security 0.00013092
bank 0.000131093
myself 0.000132702
certainly 0.000132753
west 0.000129264
sport 0.000131124
board 0.000129858
seek 0.000129989
per 0.000132071
subject 0.000136438
officer 0.000128038
private 0.000127218
rest 0.000126031
behavior 0.000139167
deal 0.000127693
performance 0.000133131
fight 0.000126413
throw 0.000128409
top 0.000128318
quickly 0.000125453
past 0.000125751
goal 0.000130507
second 0.000124493
bed 0.000134009
order 0.000125518
author 0.000129556
fill 0.000126478
represent 0.000130542
focus 0.00012706
foreign 0.000127867
drop 0.00012544
plan 0.000124064
blood 0.000125224
upon 0.00012674
agency 0.000126564
push 0.000124673
nature 0.000128731
color 0.000126618
no 0.000121338
recently 0.000124427
store 0.000124771
reduce 0.000126731
sound 0.000126284
note 0.000126722
fine 0.000122609
before 0.000123573
near 0.000121931
movement 0.000124891
page 0.000124304
enter 0.000121064
share 0.000120022
than 0.00012382
common 0.000124311
poor 0.0001196
other 0.000120827
natural 0.000123391
race 0.000121862
concern 0.000122673
series 0.00012122
significant 0.000130993
similar 0.000124224
hot 0.000121336
language 0.000123998
each 0.000119251
usually 0.000118838
response 0.000125204
dead 0.000122469
rise 0.000118982
animal 0.00011806
factor 0.000128027
decade 0.000119393
article 0.000121936
shoot 0.000117862
east 0.0001178
save 0.000115704
seven 0.00011558
artist 0.000120784
away 0.000115567
scene 0.000113884
stock 0.000120678
career 0.00011578
despite 0.000114502
central 0.000116669
eight 0.000113047
thus 0.000126753
treatment 0.000118644
beyond 0.00011276
happy 0.00011482
exactly 0.000117078
protect 0.000112553
approach 0.000119956
lie 0.000114793
size 0.000115262
dog 0.000116327
fund 0.000119687
serious 0.000111744
occur 0.000117262
media 0.000115107
ready 0.000112962
sign 0.000111211
thought 0.000114464
list 0.000112618
individual 0.00012164
simple 0.000112407
quality 0.000116053
pressure 0.000112829
accept 0.000111004
answer 0.000111042
hard 0.000112873
resource 0.000118662
identify 0.000118853
left 0.000112176
meeting 0.000110924
determine 0.000115844
prepare 0.000109351
disease 0.000113802
whatever 0.000111556
success 0.000112313
argue 0.000113362
cup 0.000119184
particularly 0.000111842
amount 0.000110987
ability 0.000114391
staff 0.000111504
recognize 0.000111204
indicate 0.000118256
character 0.000110067
growth 0.00011312
loss 0.000110576
degree 0.000112471
wonder 0.000113056
attack 0.000113107
herself 0.000117589
region 0.000113142
television 0.000110384
box 0.000110371
TV 0.000109862
training 0.000111104
pretty 0.000111967
trade 0.000110436
deal 0.000108833
election 0.000114049
everybody 0.00011366
physical 0.000114336
lay 0.000109684
general 0.000110349
feeling 0.00010522
standard 0.000110836
bill 0.000108913
message 0.000105629
fail 0.000105562
outside 0.000103618
arrive 0.000105411
analysis 0.000119644
benefit 0.000107987
name 0.000105278
sex 0.000106282
forward 0.000106393
lawyer 0.00010634
present 0.000110353
section 0.000110587
environmental 0.00011376
glass 0.000110413
answer 0.000105913
skill 0.000112069
sister 0.000107073
PM 0.0001217
professor 0.0001035
operation 0.000105058
financial 0.000106229
crime 0.000106689
stage 0.000102991
ok 0.000121549
compare 0.000106876
authority 0.000105131
miss 0.000103389
design 0.000108011
sort 0.000104636
one 0.000101324
act 0.00010144
ten 0.00010406
knowledge 0.000111856
gun 0.000105122
station 0.000102887
blue 0.000105827
state 0.000106616
strategy 0.000109169
little 0.000101042
clearly 0.000102027
discuss 0.000104116
indeed 0.000102631
